target_id	target	donor_species	precursor_id	precursor_name	recipient_species	literature_class	evidence_tier	literature_taxon	literature_strain	evidence_summary	citation	doi	url	screening_note
but	Butyrate	Bacteroides xylanisolvens	succ	Succinate	Gemmiger formicilis	direct_supported	same_species_culture_end_product	Bacteroides xylanisolvens	XB1AT (DSM 18836T)	The species description reported conversion of xylan and sugars mainly to acetate, propionate and succinate.	Chassard et al. 2008	10.1099/ijs.0.65504-0	https://pubmed.ncbi.nlm.nih.gov/18398210/	Direct species/type-strain culture evidence supports the donor-to-succinate step, not every CANNEX GEM strain or the full route.
but	Butyrate	Blautia faecis	acald	Acetaldehyde	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	acald	Acetaldehyde	Oscillibacter sp	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	acald	Acetaldehyde	Roseburia hominis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	etoh	Ethanol	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	etoh	Ethanol	Oscillibacter sp	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	etoh	Ethanol	Roseburia hominis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	lac_D	D-lactate	Eubacterium rectale	no_qualifying_direct_support	stereochemistry_unresolved	Blautia faecis	M25T (KCTC 5980T)	The species description reported lactate as a major glucose-fermentation end product, but did not resolve its D/L stereochemistry.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Blautia faecis	lac_D	D-lactate	Gemmiger formicilis	no_qualifying_direct_support	stereochemistry_unresolved	Blautia faecis	M25T (KCTC 5980T)	The species description reported lactate as a major glucose-fermentation end product, but did not resolve its D/L stereochemistry.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Blautia faecis	lac_D	D-lactate	Oscillibacter sp	no_qualifying_direct_support	stereochemistry_unresolved	Blautia faecis	M25T (KCTC 5980T)	The species description reported lactate as a major glucose-fermentation end product, but did not resolve its D/L stereochemistry.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Blautia faecis	lac_D	D-lactate	Roseburia hominis	no_qualifying_direct_support	stereochemistry_unresolved	Blautia faecis	M25T (KCTC 5980T)	The species description reported lactate as a major glucose-fermentation end product, but did not resolve its D/L stereochemistry.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Blautia faecis	lac_L	L-lactate	Eubacterium rectale	no_qualifying_direct_support	stereochemistry_unresolved	Blautia faecis	M25T (KCTC 5980T)	The species description reported lactate as a major glucose-fermentation end product, but did not resolve its D/L stereochemistry.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Blautia faecis	lac_L	L-lactate	Roseburia hominis	no_qualifying_direct_support	stereochemistry_unresolved	Blautia faecis	M25T (KCTC 5980T)	The species description reported lactate as a major glucose-fermentation end product, but did not resolve its D/L stereochemistry.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Blautia faecis	succ	Succinate	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Blautia faecis	succ	Succinate	Gemmiger formicilis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Blautia faecis	M25T (KCTC 5980T)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Park et al. 2013	10.1099/ijs.0.036541-0	https://pubmed.ncbi.nlm.nih.gov/22544782/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	acald	Acetaldehyde	Oscillibacter sp	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	acald	Acetaldehyde	Roseburia hominis	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	etoh	Ethanol	Oscillibacter sp	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	etoh	Ethanol	Roseburia hominis	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	lac_D	D-lactate	Gemmiger formicilis	no_qualifying_direct_support	stereochemistry_unresolved	Eubacterium rectale	ATCC 33656	The cultured-strain metabolomics resource measured extracellular lactic acid, but did not resolve the D/L enantiomer required by the GEM edge.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Eubacterium rectale	lac_D	D-lactate	Oscillibacter sp	no_qualifying_direct_support	stereochemistry_unresolved	Eubacterium rectale	ATCC 33656	The cultured-strain metabolomics resource measured extracellular lactic acid, but did not resolve the D/L enantiomer required by the GEM edge.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Eubacterium rectale	lac_D	D-lactate	Roseburia hominis	no_qualifying_direct_support	stereochemistry_unresolved	Eubacterium rectale	ATCC 33656	The cultured-strain metabolomics resource measured extracellular lactic acid, but did not resolve the D/L enantiomer required by the GEM edge.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Eubacterium rectale	lac_L	L-lactate	Roseburia hominis	no_qualifying_direct_support	stereochemistry_unresolved	Eubacterium rectale	ATCC 33656	The cultured-strain metabolomics resource measured extracellular lactic acid, but did not resolve the D/L enantiomer required by the GEM edge.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Eubacterium rectale	melib	Melibiose	Gemmiger formicilis	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	ser_L	L-serine	Gemmiger formicilis	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	succ	Succinate	Gemmiger formicilis	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Eubacterium rectale	thr_L	L-threonine	Roseburia hominis	no_qualifying_direct_support	same_species_measurement_did_not_support	Eubacterium rectale	ATCC 33656	The same-species cultured-strain metabolomics resource did not provide qualifying extracellular release evidence for this exact precursor under the prespecified evidence rule.	Han et al. 2021	10.1038/s41586-021-03707-9	https://pubmed.ncbi.nlm.nih.gov/34262212/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Gemmiger formicilis	fum	Fumarate	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Gemmiger formicilis	cultured isolates	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Gemmiger formicilis	fum	Fumarate	Oscillibacter sp	no_qualifying_direct_support	no_exact_species_release_evidence_found	Gemmiger formicilis	cultured isolates	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Gemmiger formicilis	fum	Fumarate	Roseburia hominis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Gemmiger formicilis	cultured isolates	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Gemmiger formicilis	lac_D	D-lactate	Eubacterium rectale	no_qualifying_direct_support	stereochemistry_unresolved	Gemmiger formicilis	six G. formicilis isolates	Cultured isolates produced lactic acid, but the report did not resolve the D/L stereochemistry required by the GEM edge.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Gemmiger formicilis	lac_D	D-lactate	Oscillibacter sp	no_qualifying_direct_support	stereochemistry_unresolved	Gemmiger formicilis	six G. formicilis isolates	Cultured isolates produced lactic acid, but the report did not resolve the D/L stereochemistry required by the GEM edge.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Gemmiger formicilis	lac_D	D-lactate	Roseburia hominis	no_qualifying_direct_support	stereochemistry_unresolved	Gemmiger formicilis	six G. formicilis isolates	Cultured isolates produced lactic acid, but the report did not resolve the D/L stereochemistry required by the GEM edge.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Gemmiger formicilis	succ	Succinate	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Gemmiger formicilis	cultured isolates	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Salanitro et al. 1976	10.1128/aem.32.4.623-632.1976	https://pubmed.ncbi.nlm.nih.gov/984834/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Oscillibacter sp	acald	Acetaldehyde	Eubacterium rectale	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	acald	Acetaldehyde	Roseburia hominis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	etoh	Ethanol	Eubacterium rectale	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	etoh	Ethanol	Roseburia hominis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	fum	Fumarate	Eubacterium rectale	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	fum	Fumarate	Gemmiger formicilis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	fum	Fumarate	Roseburia hominis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	lac_D	D-lactate	Eubacterium rectale	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	lac_D	D-lactate	Gemmiger formicilis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	lac_D	D-lactate	Roseburia hominis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	rib_D	D-ribose	Gemmiger formicilis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	ser_L	L-serine	Gemmiger formicilis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	succ	Succinate	Eubacterium rectale	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Oscillibacter sp	succ	Succinate	Gemmiger formicilis	no_qualifying_direct_support	taxon_resolution_insufficient	Oscillibacter sp		The CANNEX donor is unresolved below genus level, so species- or strain-specific precursor-release evidence cannot be assigned.				Not a biological negative; direct evidence could not be matched at the taxonomic resolution required by the prespecified rule.
but	Butyrate	Roseburia hominis	acald	Acetaldehyde	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	acald	Acetaldehyde	Oscillibacter sp	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	asp_L	L-aspartate	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	etoh	Ethanol	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	etoh	Ethanol	Oscillibacter sp	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	fum	Fumarate	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	fum	Fumarate	Gemmiger formicilis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	fum	Fumarate	Oscillibacter sp	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	lac_D	D-lactate	Eubacterium rectale	no_qualifying_direct_support	stereochemistry_unresolved	Roseburia hominis	A2-183 (DSM 16839)	Monoculture produced lactate, but the study did not resolve the D/L stereochemistry required by the GEM edge.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Roseburia hominis	lac_D	D-lactate	Gemmiger formicilis	no_qualifying_direct_support	stereochemistry_unresolved	Roseburia hominis	A2-183 (DSM 16839)	Monoculture produced lactate, but the study did not resolve the D/L stereochemistry required by the GEM edge.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Roseburia hominis	lac_D	D-lactate	Oscillibacter sp	no_qualifying_direct_support	stereochemistry_unresolved	Roseburia hominis	A2-183 (DSM 16839)	Monoculture produced lactate, but the study did not resolve the D/L stereochemistry required by the GEM edge.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Roseburia hominis	lac_L	L-lactate	Eubacterium rectale	no_qualifying_direct_support	stereochemistry_unresolved	Roseburia hominis	A2-183 (DSM 16839)	Monoculture produced lactate, but the study did not resolve the D/L stereochemistry required by the GEM edge.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	Total lactate evidence was not counted as direct support for an enantiomer-specific D- or L-lactate GEM relationship.
but	Butyrate	Roseburia hominis	ser_L	L-serine	Gemmiger formicilis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	succ	Succinate	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	succ	Succinate	Gemmiger formicilis	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
but	Butyrate	Roseburia hominis	thr_L	L-threonine	Eubacterium rectale	no_qualifying_direct_support	no_exact_species_release_evidence_found	Roseburia hominis	A2-183 (DSM 16839)	The targeted primary-source screen did not find qualifying direct same-species or exact-strain release evidence for this precursor.	Bhattacharya et al. 2022	10.3390/microorganisms10122496	https://pmc.ncbi.nlm.nih.gov/articles/PMC9784577/	No qualifying direct support found is an evidence-gap label, not proof that the modeled donor cannot release the precursor.
